pathway;interact1_ensembl;interact2_ensembl
B cell receptor;ENSG00000111679;ENSG00000278555
B cell receptor;ENSG00000278555;ENSG00000111679
B cell receptor;ENSG00000111679;ENSG00000277398
B cell receptor;ENSG00000277398;ENSG00000111679
B cell receptor;ENSG00000111679;ENSG00000204577
B cell receptor;ENSG00000204577;ENSG00000111679
B cell receptor;ENSG00000111679;ENSG00000278046
B cell receptor;ENSG00000278046;ENSG00000111679
B cell receptor;ENSG00000111679;ENSG00000278634
B cell receptor;ENSG00000278634;ENSG00000111679
B cell receptor;ENSG00000111679;ENSG00000277092
B cell receptor;ENSG00000277092;ENSG00000111679
B cell receptor;ENSG00000111679;ENSG00000278355
B cell receptor;ENSG00000278355;ENSG00000111679
B cell receptor;ENSG00000111679;ENSG00000277177
B cell receptor;ENSG00000277177;ENSG00000111679
B cell receptor;ENSG00000111679;ENSG00000012124
B cell receptor;ENSG00000012124;ENSG00000111679
B cell receptor;ENSG00000111679;ENSG00000137101
B cell receptor;ENSG00000137101;ENSG00000111679
B cell receptor;ENSG00000134215;ENSG00000095585
B cell receptor;ENSG00000095585;ENSG00000134215
B cell receptor;ENSG00000141968;ENSG00000095585
B cell receptor;ENSG00000095585;ENSG00000141968
B cell receptor;ENSG00000160293;ENSG00000095585
B cell receptor;ENSG00000095585;ENSG00000160293
B cell receptor;ENSG00000197943;ENSG00000095585
B cell receptor;ENSG00000095585;ENSG00000197943
B cell receptor;ENSG00000095585;ENSG00000010671
B cell receptor;ENSG00000010671;ENSG00000095585
B cell receptor;ENSG00000281614;ENSG00000072694
B cell receptor;ENSG00000072694;ENSG00000281614
B cell receptor;ENSG00000165458;ENSG00000072694
B cell receptor;ENSG00000072694;ENSG00000165458
B cell receptor;ENSG00000275063;ENSG00000254087
B cell receptor;ENSG00000254087;ENSG00000105369
B cell receptor;ENSG00000254087;ENSG00000007312
B cell receptor;ENSG00000254087;ENSG00000010671
B cell receptor;ENSG00000254087;ENSG00000165025
B cell receptor;ENSG00000165025;ENSG00000095585
B cell receptor;ENSG00000165025;ENSG00000197943
B cell receptor;ENSG00000197943;ENSG00000152689
B cell receptor;ENSG00000177455;ENSG00000121879
B cell receptor;ENSG00000177455;ENSG00000051382
B cell receptor;ENSG00000177455;ENSG00000171608
B cell receptor;ENSG00000177455;ENSG00000145675
B cell receptor;ENSG00000177455;ENSG00000105647
B cell receptor;ENSG00000177455;ENSG00000117461
B cell receptor;ENSG00000177455;ENSG00000134215
B cell receptor;ENSG00000177455;ENSG00000141968
B cell receptor;ENSG00000177455;ENSG00000160293
B cell receptor;ENSG00000275199;ENSG00000082701
B cell receptor;ENSG00000142208;ENSG00000082701
B cell receptor;ENSG00000105221;ENSG00000082701
B cell receptor;ENSG00000134215;ENSG00000136238
B cell receptor;ENSG00000134215;ENSG00000128340
B cell receptor;ENSG00000134215;ENSG00000169750
B cell receptor;ENSG00000141968;ENSG00000136238
B cell receptor;ENSG00000141968;ENSG00000128340
B cell receptor;ENSG00000141968;ENSG00000169750
B cell receptor;ENSG00000160293;ENSG00000136238
B cell receptor;ENSG00000160293;ENSG00000128340
B cell receptor;ENSG00000160293;ENSG00000169750
B cell receptor;ENSG00000100906;ENSG00000109320
B cell receptor;ENSG00000100906;ENSG00000173039
B cell receptor;ENSG00000282905;ENSG00000109320
B cell receptor;ENSG00000282905;ENSG00000173039
B cell receptor;ENSG00000146232;ENSG00000109320
B cell receptor;ENSG00000146232;ENSG00000173039
B cell receptor;ENSG00000111679;ENSG00000010671
B cell receptor;ENSG00000111679;ENSG00000165025
B cell receptor;ENSG00000121879;ENSG00000275199
B cell receptor;ENSG00000121879;ENSG00000142208
B cell receptor;ENSG00000121879;ENSG00000105221
B cell receptor;ENSG00000051382;ENSG00000275199
B cell receptor;ENSG00000051382;ENSG00000142208
B cell receptor;ENSG00000051382;ENSG00000105221
B cell receptor;ENSG00000171608;ENSG00000275199
B cell receptor;ENSG00000171608;ENSG00000142208
B cell receptor;ENSG00000171608;ENSG00000105221
B cell receptor;ENSG00000145675;ENSG00000275199
B cell receptor;ENSG00000145675;ENSG00000142208
B cell receptor;ENSG00000145675;ENSG00000105221
B cell receptor;ENSG00000105647;ENSG00000275199
B cell receptor;ENSG00000105647;ENSG00000142208
B cell receptor;ENSG00000105647;ENSG00000105221
B cell receptor;ENSG00000117461;ENSG00000275199
B cell receptor;ENSG00000117461;ENSG00000142208
B cell receptor;ENSG00000117461;ENSG00000105221
B cell receptor;ENSG00000197943;ENSG00000166501
B cell receptor;ENSG00000010671;ENSG00000197943
B cell receptor;ENSG00000152689;ENSG00000276536
B cell receptor;ENSG00000152689;ENSG00000133703
B cell receptor;ENSG00000152689;ENSG00000213281
B cell receptor;ENSG00000138814;ENSG00000131196
B cell receptor;ENSG00000138814;ENSG00000101096
B cell receptor;ENSG00000138814;ENSG00000072736
B cell receptor;ENSG00000107758;ENSG00000131196
B cell receptor;ENSG00000107758;ENSG00000101096
B cell receptor;ENSG00000107758;ENSG00000072736
B cell receptor;ENSG00000120910;ENSG00000131196
B cell receptor;ENSG00000120910;ENSG00000101096
B cell receptor;ENSG00000120910;ENSG00000072736
B cell receptor;ENSG00000221823;ENSG00000131196
B cell receptor;ENSG00000221823;ENSG00000101096
B cell receptor;ENSG00000221823;ENSG00000072736
B cell receptor;ENSG00000188386;ENSG00000131196
B cell receptor;ENSG00000188386;ENSG00000101096
B cell receptor;ENSG00000188386;ENSG00000072736
B cell receptor;ENSG00000276536;ENSG00000170345
B cell receptor;ENSG00000276536;ENSG00000177606
B cell receptor;ENSG00000133703;ENSG00000170345
B cell receptor;ENSG00000133703;ENSG00000177606
B cell receptor;ENSG00000213281;ENSG00000170345
B cell receptor;ENSG00000213281;ENSG00000177606
B cell receptor;ENSG00000155629;ENSG00000121879
B cell receptor;ENSG00000121879;ENSG00000155629
B cell receptor;ENSG00000155629;ENSG00000051382
B cell receptor;ENSG00000051382;ENSG00000155629
B cell receptor;ENSG00000155629;ENSG00000171608
B cell receptor;ENSG00000171608;ENSG00000155629
B cell receptor;ENSG00000155629;ENSG00000145675
B cell receptor;ENSG00000145675;ENSG00000155629
B cell receptor;ENSG00000155629;ENSG00000105647
B cell receptor;ENSG00000105647;ENSG00000155629
B cell receptor;ENSG00000155629;ENSG00000117461
B cell receptor;ENSG00000117461;ENSG00000155629
B cell receptor;ENSG00000095585;ENSG00000177885
B cell receptor;ENSG00000177885;ENSG00000095585
B cell receptor;ENSG00000177885;ENSG00000115904
B cell receptor;ENSG00000115904;ENSG00000177885
B cell receptor;ENSG00000177885;ENSG00000100485
B cell receptor;ENSG00000100485;ENSG00000177885
B cell receptor;ENSG00000115904;ENSG00000152689
B cell receptor;ENSG00000100485;ENSG00000152689
B cell receptor;ENSG00000276536;ENSG00000132155
B cell receptor;ENSG00000133703;ENSG00000132155
B cell receptor;ENSG00000213281;ENSG00000132155
B cell receptor;ENSG00000132155;ENSG00000169032
B cell receptor;ENSG00000132155;ENSG00000126934
B cell receptor;ENSG00000169032;ENSG00000100030
B cell receptor;ENSG00000169032;ENSG00000102882
B cell receptor;ENSG00000126934;ENSG00000100030
B cell receptor;ENSG00000126934;ENSG00000102882
B cell receptor;ENSG00000100030;ENSG00000170345
B cell receptor;ENSG00000100030;ENSG00000177606
B cell receptor;ENSG00000102882;ENSG00000170345
B cell receptor;ENSG00000102882;ENSG00000177606
B cell receptor;ENSG00000166501;ENSG00000198286
B cell receptor;ENSG00000165025;ENSG00000155629
B cell receptor;ENSG00000254087;ENSG00000070190
B cell receptor;ENSG00000070190;ENSG00000136238
B cell receptor;ENSG00000070190;ENSG00000128340
B cell receptor;ENSG00000070190;ENSG00000169750
B cell receptor;ENSG00000254087;ENSG00000177455
B cell receptor;ENSG00000104365;ENSG00000100906
B cell receptor;ENSG00000104365;ENSG00000282905
B cell receptor;ENSG00000104365;ENSG00000146232
TNF;ENSG00000232810;ENSG00000067182
TNF;ENSG00000067182;ENSG00000102871
TNF;ENSG00000127191;ENSG00000135341
TNF;ENSG00000082512;ENSG00000135341
TNF;ENSG00000135341;ENSG00000076984
TNF;ENSG00000135341;ENSG00000065559
TNF;ENSG00000076984;ENSG00000107643
TNF;ENSG00000076984;ENSG00000050748
TNF;ENSG00000076984;ENSG00000109339
TNF;ENSG00000065559;ENSG00000107643
TNF;ENSG00000065559;ENSG00000050748
TNF;ENSG00000065559;ENSG00000109339
TNF;ENSG00000107643;ENSG00000170345
TNF;ENSG00000107643;ENSG00000177606
TNF;ENSG00000050748;ENSG00000170345
TNF;ENSG00000050748;ENSG00000177606
TNF;ENSG00000109339;ENSG00000170345
TNF;ENSG00000109339;ENSG00000177606
TNF;ENSG00000135341;ENSG00000034152
TNF;ENSG00000135341;ENSG00000108984
TNF;ENSG00000034152;ENSG00000112062
TNF;ENSG00000034152;ENSG00000185386
TNF;ENSG00000034152;ENSG00000156711
TNF;ENSG00000034152;ENSG00000188130
TNF;ENSG00000108984;ENSG00000112062
TNF;ENSG00000108984;ENSG00000185386
TNF;ENSG00000108984;ENSG00000156711
TNF;ENSG00000108984;ENSG00000188130
TNF;ENSG00000112062;ENSG00000172216
TNF;ENSG00000185386;ENSG00000172216
TNF;ENSG00000156711;ENSG00000172216
TNF;ENSG00000188130;ENSG00000172216
TNF;ENSG00000135341;ENSG00000104365
TNF;ENSG00000107968;ENSG00000076984
TNF;ENSG00000107968;ENSG00000065559
TNF;ENSG00000107968;ENSG00000169032
TNF;ENSG00000169032;ENSG00000100030
TNF;ENSG00000169032;ENSG00000102882
TNF;ENSG00000112062;ENSG00000162302
TNF;ENSG00000112062;ENSG00000100784
TNF;ENSG00000185386;ENSG00000162302
TNF;ENSG00000185386;ENSG00000100784
TNF;ENSG00000156711;ENSG00000162302
TNF;ENSG00000156711;ENSG00000100784
TNF;ENSG00000188130;ENSG00000162302
TNF;ENSG00000188130;ENSG00000100784
TNF;ENSG00000100030;ENSG00000162302
TNF;ENSG00000100030;ENSG00000100784
TNF;ENSG00000102882;ENSG00000162302
TNF;ENSG00000102882;ENSG00000100784
TNF;ENSG00000162302;ENSG00000107175
TNF;ENSG00000162302;ENSG00000118260
TNF;ENSG00000162302;ENSG00000115966
TNF;ENSG00000162302;ENSG00000234539
TNF;ENSG00000162302;ENSG00000143578
TNF;ENSG00000162302;ENSG00000128272
TNF;ENSG00000162302;ENSG00000182158
TNF;ENSG00000162302;ENSG00000060566
TNF;ENSG00000162302;ENSG00000157613
TNF;ENSG00000162302;ENSG00000146592
TNF;ENSG00000100784;ENSG00000107175
TNF;ENSG00000100784;ENSG00000118260
TNF;ENSG00000100784;ENSG00000115966
TNF;ENSG00000100784;ENSG00000234539
TNF;ENSG00000100784;ENSG00000143578
TNF;ENSG00000100784;ENSG00000128272
TNF;ENSG00000100784;ENSG00000182158
TNF;ENSG00000100784;ENSG00000060566
TNF;ENSG00000100784;ENSG00000157613
TNF;ENSG00000100784;ENSG00000146592
TNF;ENSG00000127191;ENSG00000006062
TNF;ENSG00000082512;ENSG00000006062
TNF;ENSG00000006062;ENSG00000213341
TNF;ENSG00000104365;ENSG00000100906
TNF;ENSG00000100906;ENSG00000109320
TNF;ENSG00000100906;ENSG00000173039
TNF;ENSG00000137275;ENSG00000269335
TNF;ENSG00000127191;ENSG00000110330
TNF;ENSG00000127191;ENSG00000023445
TNF;ENSG00000082512;ENSG00000110330
TNF;ENSG00000082512;ENSG00000023445
TNF;ENSG00000110330;ENSG00000137275
TNF;ENSG00000023445;ENSG00000137275
TNF;ENSG00000107643;ENSG00000078747
TNF;ENSG00000050748;ENSG00000078747
TNF;ENSG00000109339;ENSG00000078747
TNF;ENSG00000078747;ENSG00000003402
TNF;ENSG00000003402;ENSG00000064012
TNF;ENSG00000102871;ENSG00000168040
TNF;ENSG00000168040;ENSG00000003400
TNF;ENSG00000168040;ENSG00000064012
TNF;ENSG00000003400;ENSG00000165806
TNF;ENSG00000003400;ENSG00000164305
TNF;ENSG00000064012;ENSG00000165806
TNF;ENSG00000064012;ENSG00000164305
TNF;ENSG00000197442;ENSG00000076984
TNF;ENSG00000197442;ENSG00000065559
TNF;ENSG00000067182;ENSG00000156735
TNF;ENSG00000137275;ENSG00000285379
TNF;ENSG00000285379;ENSG00000137275
TNF;ENSG00000285379;ENSG00000168404
TNF;ENSG00000168404;ENSG00000247077
TNF;ENSG00000247077;ENSG00000087470
TNF;ENSG00000109320;ENSG00000003402
TNF;ENSG00000173039;ENSG00000003402
TNF;ENSG00000238130;ENSG00000028137
TNF;ENSG00000232810;ENSG00000028137
TNF;ENSG00000028137;ENSG00000127191
TNF;ENSG00000127191;ENSG00000121879
TNF;ENSG00000127191;ENSG00000051382
TNF;ENSG00000127191;ENSG00000171608
TNF;ENSG00000127191;ENSG00000145675
TNF;ENSG00000127191;ENSG00000105647
TNF;ENSG00000127191;ENSG00000117461
TNF;ENSG00000121879;ENSG00000275199
TNF;ENSG00000121879;ENSG00000142208
TNF;ENSG00000121879;ENSG00000105221
TNF;ENSG00000051382;ENSG00000275199
TNF;ENSG00000051382;ENSG00000142208
TNF;ENSG00000051382;ENSG00000105221
TNF;ENSG00000171608;ENSG00000275199
TNF;ENSG00000171608;ENSG00000142208
TNF;ENSG00000171608;ENSG00000105221
TNF;ENSG00000145675;ENSG00000275199
TNF;ENSG00000145675;ENSG00000142208
TNF;ENSG00000145675;ENSG00000105221
TNF;ENSG00000105647;ENSG00000275199
TNF;ENSG00000105647;ENSG00000142208
TNF;ENSG00000105647;ENSG00000105221
TNF;ENSG00000117461;ENSG00000275199
TNF;ENSG00000117461;ENSG00000142208
TNF;ENSG00000117461;ENSG00000105221
TNF;ENSG00000127191;ENSG00000006062
TNF;ENSG00000006062;ENSG00000213341
TNF;ENSG00000006062;ENSG00000104365
TNF;ENSG00000006062;ENSG00000269335
TNF;ENSG00000213341;ENSG00000100906
TNF;ENSG00000104365;ENSG00000100906
TNF;ENSG00000269335;ENSG00000100906
TNF;ENSG00000127191;ENSG00000110330
TNF;ENSG00000127191;ENSG00000023445
TNF;ENSG00000137275;ENSG00000034152
TNF;ENSG00000034152;ENSG00000112062
TNF;ENSG00000034152;ENSG00000185386
TNF;ENSG00000034152;ENSG00000156711
TNF;ENSG00000034152;ENSG00000188130
TNF;ENSG00000028137;ENSG00000136848
TNF;ENSG00000136848;ENSG00000107643
TNF;ENSG00000136848;ENSG00000050748
TNF;ENSG00000136848;ENSG00000109339
TNF;ENSG00000107643;ENSG00000177606
TNF;ENSG00000050748;ENSG00000177606
TNF;ENSG00000109339;ENSG00000177606
TNF;ENSG00000028137;ENSG00000125347
TNF;ENSG00000125347;ENSG00000171855
AGE-RAGE;ENSG00000092969;ENSG00000163513
AGE-RAGE;ENSG00000119699;ENSG00000163513
AGE-RAGE;ENSG00000105329;ENSG00000163513
AGE-RAGE;ENSG00000106799;ENSG00000175387
AGE-RAGE;ENSG00000106799;ENSG00000166949
AGE-RAGE;ENSG00000175387;ENSG00000141646
AGE-RAGE;ENSG00000166949;ENSG00000141646
AGE-RAGE;ENSG00000144891;ENSG00000092969
AGE-RAGE;ENSG00000144891;ENSG00000119699
AGE-RAGE;ENSG00000144891;ENSG00000105329
AGE-RAGE;ENSG00000237405;ENSG00000165168
AGE-RAGE;ENSG00000237405;ENSG00000007952
AGE-RAGE;ENSG00000237405;ENSG00000086991
AGE-RAGE;ENSG00000237405;ENSG00000161714
AGE-RAGE;ENSG00000237405;ENSG00000182621
AGE-RAGE;ENSG00000237405;ENSG00000138193
AGE-RAGE;ENSG00000237405;ENSG00000137841
AGE-RAGE;ENSG00000237405;ENSG00000149782
AGE-RAGE;ENSG00000237405;ENSG00000101333
AGE-RAGE;ENSG00000237405;ENSG00000187091
AGE-RAGE;ENSG00000237405;ENSG00000124181
AGE-RAGE;ENSG00000237405;ENSG00000197943
AGE-RAGE;ENSG00000237405;ENSG00000115556
AGE-RAGE;ENSG00000154229;ENSG00000100030
AGE-RAGE;ENSG00000154229;ENSG00000102882
AGE-RAGE;ENSG00000166501;ENSG00000100030
AGE-RAGE;ENSG00000166501;ENSG00000102882
AGE-RAGE;ENSG00000163932;ENSG00000100030
AGE-RAGE;ENSG00000163932;ENSG00000102882
AGE-RAGE;ENSG00000171132;ENSG00000100030
AGE-RAGE;ENSG00000171132;ENSG00000102882
AGE-RAGE;ENSG00000067606;ENSG00000100030
AGE-RAGE;ENSG00000067606;ENSG00000102882
AGE-RAGE;ENSG00000154229;ENSG00000112062
AGE-RAGE;ENSG00000154229;ENSG00000185386
AGE-RAGE;ENSG00000154229;ENSG00000156711
AGE-RAGE;ENSG00000154229;ENSG00000188130
AGE-RAGE;ENSG00000166501;ENSG00000112062
AGE-RAGE;ENSG00000166501;ENSG00000185386
AGE-RAGE;ENSG00000166501;ENSG00000156711
AGE-RAGE;ENSG00000166501;ENSG00000188130
AGE-RAGE;ENSG00000163932;ENSG00000112062
AGE-RAGE;ENSG00000163932;ENSG00000185386
AGE-RAGE;ENSG00000163932;ENSG00000156711
AGE-RAGE;ENSG00000163932;ENSG00000188130
AGE-RAGE;ENSG00000171132;ENSG00000112062
AGE-RAGE;ENSG00000171132;ENSG00000185386
AGE-RAGE;ENSG00000171132;ENSG00000156711
AGE-RAGE;ENSG00000171132;ENSG00000188130
AGE-RAGE;ENSG00000067606;ENSG00000112062
AGE-RAGE;ENSG00000067606;ENSG00000185386
AGE-RAGE;ENSG00000067606;ENSG00000156711
AGE-RAGE;ENSG00000067606;ENSG00000188130
AGE-RAGE;ENSG00000154229;ENSG00000107643
AGE-RAGE;ENSG00000154229;ENSG00000050748
AGE-RAGE;ENSG00000154229;ENSG00000109339
AGE-RAGE;ENSG00000166501;ENSG00000107643
AGE-RAGE;ENSG00000166501;ENSG00000050748
AGE-RAGE;ENSG00000166501;ENSG00000109339
AGE-RAGE;ENSG00000163932;ENSG00000107643
AGE-RAGE;ENSG00000163932;ENSG00000050748
AGE-RAGE;ENSG00000163932;ENSG00000109339
AGE-RAGE;ENSG00000171132;ENSG00000107643
AGE-RAGE;ENSG00000171132;ENSG00000050748
AGE-RAGE;ENSG00000171132;ENSG00000109339
AGE-RAGE;ENSG00000067606;ENSG00000107643
AGE-RAGE;ENSG00000067606;ENSG00000050748
AGE-RAGE;ENSG00000067606;ENSG00000109339
AGE-RAGE;ENSG00000100030;ENSG00000177606
AGE-RAGE;ENSG00000102882;ENSG00000177606
AGE-RAGE;ENSG00000100030;ENSG00000109320
AGE-RAGE;ENSG00000100030;ENSG00000173039
AGE-RAGE;ENSG00000102882;ENSG00000109320
AGE-RAGE;ENSG00000102882;ENSG00000173039
AGE-RAGE;ENSG00000100030;ENSG00000175387
AGE-RAGE;ENSG00000100030;ENSG00000166949
AGE-RAGE;ENSG00000102882;ENSG00000175387
AGE-RAGE;ENSG00000102882;ENSG00000166949
AGE-RAGE;ENSG00000112062;ENSG00000177606
AGE-RAGE;ENSG00000185386;ENSG00000177606
AGE-RAGE;ENSG00000156711;ENSG00000177606
AGE-RAGE;ENSG00000188130;ENSG00000177606
AGE-RAGE;ENSG00000112062;ENSG00000109320
AGE-RAGE;ENSG00000112062;ENSG00000173039
AGE-RAGE;ENSG00000185386;ENSG00000109320
AGE-RAGE;ENSG00000185386;ENSG00000173039
AGE-RAGE;ENSG00000156711;ENSG00000109320
AGE-RAGE;ENSG00000156711;ENSG00000173039
AGE-RAGE;ENSG00000188130;ENSG00000109320
AGE-RAGE;ENSG00000188130;ENSG00000173039
AGE-RAGE;ENSG00000112062;ENSG00000175387
AGE-RAGE;ENSG00000112062;ENSG00000166949
AGE-RAGE;ENSG00000185386;ENSG00000175387
AGE-RAGE;ENSG00000185386;ENSG00000166949
AGE-RAGE;ENSG00000156711;ENSG00000175387
AGE-RAGE;ENSG00000156711;ENSG00000166949
AGE-RAGE;ENSG00000188130;ENSG00000175387
AGE-RAGE;ENSG00000188130;ENSG00000166949
AGE-RAGE;ENSG00000107643;ENSG00000177606
AGE-RAGE;ENSG00000050748;ENSG00000177606
AGE-RAGE;ENSG00000109339;ENSG00000177606
AGE-RAGE;ENSG00000107643;ENSG00000109320
AGE-RAGE;ENSG00000107643;ENSG00000173039
AGE-RAGE;ENSG00000050748;ENSG00000109320
AGE-RAGE;ENSG00000050748;ENSG00000173039
AGE-RAGE;ENSG00000109339;ENSG00000109320
AGE-RAGE;ENSG00000109339;ENSG00000173039
AGE-RAGE;ENSG00000177606;ENSG00000105329
AGE-RAGE;ENSG00000177606;ENSG00000237405
AGE-RAGE;ENSG00000177606;ENSG00000165197
AGE-RAGE;ENSG00000177606;ENSG00000112715
AGE-RAGE;ENSG00000177606;ENSG00000173511
AGE-RAGE;ENSG00000177606;ENSG00000150630
AGE-RAGE;ENSG00000177606;ENSG00000108691
AGE-RAGE;ENSG00000177606;ENSG00000106366
AGE-RAGE;ENSG00000177606;ENSG00000007908
AGE-RAGE;ENSG00000177606;ENSG00000162692
AGE-RAGE;ENSG00000177606;ENSG00000090339
AGE-RAGE;ENSG00000177606;ENSG00000087245
AGE-RAGE;ENSG00000109320;ENSG00000237405
AGE-RAGE;ENSG00000173039;ENSG00000237405
AGE-RAGE;ENSG00000109320;ENSG00000165197
AGE-RAGE;ENSG00000109320;ENSG00000112715
AGE-RAGE;ENSG00000109320;ENSG00000173511
AGE-RAGE;ENSG00000109320;ENSG00000150630
AGE-RAGE;ENSG00000173039;ENSG00000165197
AGE-RAGE;ENSG00000173039;ENSG00000112715
AGE-RAGE;ENSG00000173039;ENSG00000173511
AGE-RAGE;ENSG00000173039;ENSG00000150630
AGE-RAGE;ENSG00000109320;ENSG00000108691
AGE-RAGE;ENSG00000173039;ENSG00000108691
AGE-RAGE;ENSG00000109320;ENSG00000106366
AGE-RAGE;ENSG00000173039;ENSG00000106366
AGE-RAGE;ENSG00000109320;ENSG00000007908
AGE-RAGE;ENSG00000173039;ENSG00000007908
AGE-RAGE;ENSG00000109320;ENSG00000162692
AGE-RAGE;ENSG00000173039;ENSG00000162692
AGE-RAGE;ENSG00000109320;ENSG00000090339
AGE-RAGE;ENSG00000173039;ENSG00000090339
AGE-RAGE;ENSG00000109320;ENSG00000087245
AGE-RAGE;ENSG00000173039;ENSG00000087245
AGE-RAGE;ENSG00000109320;ENSG00000115008
AGE-RAGE;ENSG00000109320;ENSG00000125538
AGE-RAGE;ENSG00000173039;ENSG00000115008
AGE-RAGE;ENSG00000173039;ENSG00000125538
AGE-RAGE;ENSG00000109320;ENSG00000136244
AGE-RAGE;ENSG00000173039;ENSG00000136244
AGE-RAGE;ENSG00000109320;ENSG00000169429
AGE-RAGE;ENSG00000173039;ENSG00000169429
AGE-RAGE;ENSG00000109320;ENSG00000232810
AGE-RAGE;ENSG00000173039;ENSG00000232810
AGE-RAGE;ENSG00000109320;ENSG00000117525
AGE-RAGE;ENSG00000173039;ENSG00000117525
AGE-RAGE;ENSG00000109320;ENSG00000078401
AGE-RAGE;ENSG00000173039;ENSG00000078401
AGE-RAGE;ENSG00000109320;ENSG00000178726
AGE-RAGE;ENSG00000173039;ENSG00000178726
AGE-RAGE;ENSG00000237405;ENSG00000131504
AGE-RAGE;ENSG00000131504;ENSG00000136238
AGE-RAGE;ENSG00000131504;ENSG00000070831
AGE-RAGE;ENSG00000136238;ENSG00000107643
AGE-RAGE;ENSG00000136238;ENSG00000050748
AGE-RAGE;ENSG00000136238;ENSG00000109339
AGE-RAGE;ENSG00000070831;ENSG00000107643
AGE-RAGE;ENSG00000070831;ENSG00000050748
AGE-RAGE;ENSG00000070831;ENSG00000109339
AGE-RAGE;ENSG00000276536;ENSG00000100030
AGE-RAGE;ENSG00000276536;ENSG00000102882
AGE-RAGE;ENSG00000133703;ENSG00000100030
AGE-RAGE;ENSG00000133703;ENSG00000102882
AGE-RAGE;ENSG00000213281;ENSG00000100030
AGE-RAGE;ENSG00000213281;ENSG00000102882
AGE-RAGE;ENSG00000276536;ENSG00000112062
AGE-RAGE;ENSG00000276536;ENSG00000185386
AGE-RAGE;ENSG00000276536;ENSG00000156711
AGE-RAGE;ENSG00000276536;ENSG00000188130
AGE-RAGE;ENSG00000133703;ENSG00000112062
AGE-RAGE;ENSG00000133703;ENSG00000185386
AGE-RAGE;ENSG00000133703;ENSG00000156711
AGE-RAGE;ENSG00000133703;ENSG00000188130
AGE-RAGE;ENSG00000213281;ENSG00000112062
AGE-RAGE;ENSG00000213281;ENSG00000185386
AGE-RAGE;ENSG00000213281;ENSG00000156711
AGE-RAGE;ENSG00000213281;ENSG00000188130
AGE-RAGE;ENSG00000136238;ENSG00000112062
AGE-RAGE;ENSG00000136238;ENSG00000185386
AGE-RAGE;ENSG00000136238;ENSG00000156711
AGE-RAGE;ENSG00000136238;ENSG00000188130
AGE-RAGE;ENSG00000070831;ENSG00000112062
AGE-RAGE;ENSG00000070831;ENSG00000185386
AGE-RAGE;ENSG00000070831;ENSG00000156711
AGE-RAGE;ENSG00000070831;ENSG00000188130
AGE-RAGE;ENSG00000154229;ENSG00000165168
AGE-RAGE;ENSG00000154229;ENSG00000007952
AGE-RAGE;ENSG00000154229;ENSG00000086991
AGE-RAGE;ENSG00000166501;ENSG00000165168
AGE-RAGE;ENSG00000166501;ENSG00000007952
AGE-RAGE;ENSG00000166501;ENSG00000086991
AGE-RAGE;ENSG00000163932;ENSG00000165168
AGE-RAGE;ENSG00000163932;ENSG00000007952
AGE-RAGE;ENSG00000163932;ENSG00000086991
AGE-RAGE;ENSG00000171132;ENSG00000165168
AGE-RAGE;ENSG00000171132;ENSG00000007952
AGE-RAGE;ENSG00000171132;ENSG00000086991
AGE-RAGE;ENSG00000067606;ENSG00000165168
AGE-RAGE;ENSG00000067606;ENSG00000007952
AGE-RAGE;ENSG00000067606;ENSG00000086991
AGE-RAGE;ENSG00000107643;ENSG00000150907
AGE-RAGE;ENSG00000050748;ENSG00000150907
AGE-RAGE;ENSG00000109339;ENSG00000150907
AGE-RAGE;ENSG00000107643;ENSG00000171791
AGE-RAGE;ENSG00000050748;ENSG00000171791
AGE-RAGE;ENSG00000109339;ENSG00000171791
AGE-RAGE;ENSG00000107643;ENSG00000087088
AGE-RAGE;ENSG00000050748;ENSG00000087088
AGE-RAGE;ENSG00000109339;ENSG00000087088
AGE-RAGE;ENSG00000171791;ENSG00000164305
AGE-RAGE;ENSG00000087088;ENSG00000164305
AGE-RAGE;ENSG00000164867;ENSG00000112062
AGE-RAGE;ENSG00000164867;ENSG00000185386
AGE-RAGE;ENSG00000164867;ENSG00000156711
AGE-RAGE;ENSG00000164867;ENSG00000188130
AGE-RAGE;ENSG00000112062;ENSG00000150907
AGE-RAGE;ENSG00000185386;ENSG00000150907
AGE-RAGE;ENSG00000156711;ENSG00000150907
AGE-RAGE;ENSG00000188130;ENSG00000150907
AGE-RAGE;ENSG00000112062;ENSG00000171791
AGE-RAGE;ENSG00000185386;ENSG00000171791
AGE-RAGE;ENSG00000156711;ENSG00000171791
AGE-RAGE;ENSG00000188130;ENSG00000171791
AGE-RAGE;ENSG00000112062;ENSG00000087088
AGE-RAGE;ENSG00000185386;ENSG00000087088
AGE-RAGE;ENSG00000156711;ENSG00000087088
AGE-RAGE;ENSG00000188130;ENSG00000087088
AGE-RAGE;ENSG00000237405;ENSG00000121879
AGE-RAGE;ENSG00000237405;ENSG00000051382
AGE-RAGE;ENSG00000237405;ENSG00000171608
AGE-RAGE;ENSG00000237405;ENSG00000145675
AGE-RAGE;ENSG00000237405;ENSG00000105647
AGE-RAGE;ENSG00000237405;ENSG00000117461
AGE-RAGE;ENSG00000121879;ENSG00000275199
AGE-RAGE;ENSG00000121879;ENSG00000142208
AGE-RAGE;ENSG00000121879;ENSG00000105221
AGE-RAGE;ENSG00000051382;ENSG00000275199
AGE-RAGE;ENSG00000051382;ENSG00000142208
