pathway;interact1_ensembl;interact2_ensembl
Estrogen;ENSG00000156052;ENSG00000149782
Estrogen;ENSG00000156052;ENSG00000101333
Estrogen;ENSG00000163932;ENSG00000164742
Estrogen;ENSG00000163932;ENSG00000078295
Estrogen;ENSG00000163932;ENSG00000138031
Estrogen;ENSG00000163932;ENSG00000173175
Estrogen;ENSG00000163932;ENSG00000174233
Estrogen;ENSG00000163932;ENSG00000121281
Estrogen;ENSG00000163932;ENSG00000155897
Estrogen;ENSG00000163932;ENSG00000162104
Estrogen;ENSG00000163932;ENSG00000284814
Estrogen;ENSG00000169885;ENSG00000164867
Estrogen;ENSG00000178372;ENSG00000164867
Estrogen;ENSG00000198668;ENSG00000164867
Estrogen;ENSG00000143933;ENSG00000164867
Estrogen;ENSG00000160014;ENSG00000164867
Estrogen;ENSG00000178363;ENSG00000164867
Estrogen;ENSG00000129007;ENSG00000164867
Estrogen;ENSG00000152822;ENSG00000156052
Estrogen;ENSG00000091831;ENSG00000197122
Estrogen;ENSG00000140009;ENSG00000197122
Estrogen;ENSG00000197122;ENSG00000121879
Estrogen;ENSG00000197122;ENSG00000051382
Estrogen;ENSG00000197122;ENSG00000171608
Estrogen;ENSG00000197122;ENSG00000145675
Estrogen;ENSG00000197122;ENSG00000105647
Estrogen;ENSG00000197122;ENSG00000117461
Estrogen;ENSG00000275199;ENSG00000164867
Estrogen;ENSG00000142208;ENSG00000164867
Estrogen;ENSG00000105221;ENSG00000164867
Estrogen;ENSG00000197122;ENSG00000276536
Estrogen;ENSG00000197122;ENSG00000133703
Estrogen;ENSG00000197122;ENSG00000213281
Estrogen;ENSG00000288516;ENSG00000132155
Estrogen;ENSG00000142875;ENSG00000132155
Estrogen;ENSG00000165059;ENSG00000132155
Estrogen;ENSG00000288516;ENSG00000162989
Estrogen;ENSG00000288516;ENSG00000120457
Estrogen;ENSG00000288516;ENSG00000157542
Estrogen;ENSG00000288516;ENSG00000162728
Estrogen;ENSG00000142875;ENSG00000162989
Estrogen;ENSG00000142875;ENSG00000120457
Estrogen;ENSG00000142875;ENSG00000157542
Estrogen;ENSG00000142875;ENSG00000162728
Estrogen;ENSG00000165059;ENSG00000162989
Estrogen;ENSG00000165059;ENSG00000120457
Estrogen;ENSG00000165059;ENSG00000157542
Estrogen;ENSG00000165059;ENSG00000162728
Estrogen;ENSG00000121879;ENSG00000275199
Estrogen;ENSG00000121879;ENSG00000142208
Estrogen;ENSG00000121879;ENSG00000105221
Estrogen;ENSG00000051382;ENSG00000275199
Estrogen;ENSG00000051382;ENSG00000142208
Estrogen;ENSG00000051382;ENSG00000105221
Estrogen;ENSG00000171608;ENSG00000275199
Estrogen;ENSG00000171608;ENSG00000142208
Estrogen;ENSG00000171608;ENSG00000105221
Estrogen;ENSG00000145675;ENSG00000275199
Estrogen;ENSG00000145675;ENSG00000142208
Estrogen;ENSG00000145675;ENSG00000105221
Estrogen;ENSG00000105647;ENSG00000275199
Estrogen;ENSG00000105647;ENSG00000142208
Estrogen;ENSG00000105647;ENSG00000105221
Estrogen;ENSG00000117461;ENSG00000275199
Estrogen;ENSG00000117461;ENSG00000142208
Estrogen;ENSG00000117461;ENSG00000105221
Estrogen;ENSG00000100030;ENSG00000091831
Estrogen;ENSG00000100030;ENSG00000140009
Estrogen;ENSG00000102882;ENSG00000091831
Estrogen;ENSG00000102882;ENSG00000140009
Estrogen;ENSG00000100030;ENSG00000107175
Estrogen;ENSG00000100030;ENSG00000118260
Estrogen;ENSG00000100030;ENSG00000115966
Estrogen;ENSG00000100030;ENSG00000234539
Estrogen;ENSG00000100030;ENSG00000143578
Estrogen;ENSG00000100030;ENSG00000128272
Estrogen;ENSG00000100030;ENSG00000182158
Estrogen;ENSG00000100030;ENSG00000060566
Estrogen;ENSG00000100030;ENSG00000157613
Estrogen;ENSG00000100030;ENSG00000146592
Estrogen;ENSG00000102882;ENSG00000107175
Estrogen;ENSG00000102882;ENSG00000118260
Estrogen;ENSG00000102882;ENSG00000115966
Estrogen;ENSG00000102882;ENSG00000234539
Estrogen;ENSG00000102882;ENSG00000143578
Estrogen;ENSG00000102882;ENSG00000128272
Estrogen;ENSG00000102882;ENSG00000182158
Estrogen;ENSG00000102882;ENSG00000060566
Estrogen;ENSG00000102882;ENSG00000157613
Estrogen;ENSG00000102882;ENSG00000146592
Estrogen;ENSG00000288516;ENSG00000107175
Estrogen;ENSG00000288516;ENSG00000118260
Estrogen;ENSG00000288516;ENSG00000115966
Estrogen;ENSG00000288516;ENSG00000234539
Estrogen;ENSG00000288516;ENSG00000143578
Estrogen;ENSG00000288516;ENSG00000128272
Estrogen;ENSG00000288516;ENSG00000182158
Estrogen;ENSG00000288516;ENSG00000060566
Estrogen;ENSG00000288516;ENSG00000157613
Estrogen;ENSG00000288516;ENSG00000146592
Estrogen;ENSG00000142875;ENSG00000107175
Estrogen;ENSG00000142875;ENSG00000118260
Estrogen;ENSG00000142875;ENSG00000115966
Estrogen;ENSG00000142875;ENSG00000234539
Estrogen;ENSG00000142875;ENSG00000143578
Estrogen;ENSG00000142875;ENSG00000128272
Estrogen;ENSG00000142875;ENSG00000182158
Estrogen;ENSG00000142875;ENSG00000060566
Estrogen;ENSG00000142875;ENSG00000157613
Estrogen;ENSG00000142875;ENSG00000146592
Estrogen;ENSG00000165059;ENSG00000107175
Estrogen;ENSG00000165059;ENSG00000118260
Estrogen;ENSG00000165059;ENSG00000115966
Estrogen;ENSG00000165059;ENSG00000234539
Estrogen;ENSG00000165059;ENSG00000143578
Estrogen;ENSG00000165059;ENSG00000128272
Estrogen;ENSG00000165059;ENSG00000182158
Estrogen;ENSG00000165059;ENSG00000060566
Estrogen;ENSG00000165059;ENSG00000157613
Estrogen;ENSG00000165059;ENSG00000146592
Estrogen;ENSG00000115138;ENSG00000112038
PI3K-Akt;ENSG00000184371;ENSG00000182578
PI3K-Akt;ENSG00000184371;ENSG00000146648
PI3K-Akt;ENSG00000184371;ENSG00000142627
PI3K-Akt;ENSG00000184371;ENSG00000141736
PI3K-Akt;ENSG00000184371;ENSG00000065361
PI3K-Akt;ENSG00000184371;ENSG00000178568
PI3K-Akt;ENSG00000184371;ENSG00000077782
PI3K-Akt;ENSG00000184371;ENSG00000068078
PI3K-Akt;ENSG00000184371;ENSG00000066468
PI3K-Akt;ENSG00000184371;ENSG00000160867
PI3K-Akt;ENSG00000184371;ENSG00000102755
PI3K-Akt;ENSG00000184371;ENSG00000122025
PI3K-Akt;ENSG00000184371;ENSG00000037280
PI3K-Akt;ENSG00000184371;ENSG00000140443
PI3K-Akt;ENSG00000184371;ENSG00000171105
PI3K-Akt;ENSG00000184371;ENSG00000128052
PI3K-Akt;ENSG00000184371;ENSG00000157404
PI3K-Akt;ENSG00000184371;ENSG00000105976
PI3K-Akt;ENSG00000184371;ENSG00000064300
PI3K-Akt;ENSG00000184371;ENSG00000198400
PI3K-Akt;ENSG00000184371;ENSG00000148053
PI3K-Akt;ENSG00000184371;ENSG00000134853
PI3K-Akt;ENSG00000184371;ENSG00000113721
PI3K-Akt;ENSG00000184371;ENSG00000120156
PI3K-Akt;ENSG00000169242;ENSG00000182578
PI3K-Akt;ENSG00000169242;ENSG00000146648
PI3K-Akt;ENSG00000169242;ENSG00000142627
PI3K-Akt;ENSG00000169242;ENSG00000141736
PI3K-Akt;ENSG00000169242;ENSG00000065361
PI3K-Akt;ENSG00000169242;ENSG00000178568
PI3K-Akt;ENSG00000169242;ENSG00000077782
PI3K-Akt;ENSG00000169242;ENSG00000068078
PI3K-Akt;ENSG00000169242;ENSG00000066468
PI3K-Akt;ENSG00000169242;ENSG00000160867
PI3K-Akt;ENSG00000169242;ENSG00000102755
PI3K-Akt;ENSG00000169242;ENSG00000122025
PI3K-Akt;ENSG00000169242;ENSG00000037280
PI3K-Akt;ENSG00000169242;ENSG00000140443
PI3K-Akt;ENSG00000169242;ENSG00000171105
PI3K-Akt;ENSG00000169242;ENSG00000128052
PI3K-Akt;ENSG00000169242;ENSG00000157404
PI3K-Akt;ENSG00000169242;ENSG00000105976
PI3K-Akt;ENSG00000169242;ENSG00000064300
PI3K-Akt;ENSG00000169242;ENSG00000198400
PI3K-Akt;ENSG00000169242;ENSG00000148053
PI3K-Akt;ENSG00000169242;ENSG00000134853
PI3K-Akt;ENSG00000169242;ENSG00000113721
PI3K-Akt;ENSG00000169242;ENSG00000120156
PI3K-Akt;ENSG00000099617;ENSG00000182578
PI3K-Akt;ENSG00000099617;ENSG00000146648
PI3K-Akt;ENSG00000099617;ENSG00000142627
PI3K-Akt;ENSG00000099617;ENSG00000141736
PI3K-Akt;ENSG00000099617;ENSG00000065361
PI3K-Akt;ENSG00000099617;ENSG00000178568
PI3K-Akt;ENSG00000099617;ENSG00000077782
PI3K-Akt;ENSG00000099617;ENSG00000068078
PI3K-Akt;ENSG00000099617;ENSG00000066468
PI3K-Akt;ENSG00000099617;ENSG00000160867
PI3K-Akt;ENSG00000099617;ENSG00000102755
PI3K-Akt;ENSG00000099617;ENSG00000122025
PI3K-Akt;ENSG00000099617;ENSG00000037280
PI3K-Akt;ENSG00000099617;ENSG00000140443
PI3K-Akt;ENSG00000099617;ENSG00000171105
PI3K-Akt;ENSG00000099617;ENSG00000128052
PI3K-Akt;ENSG00000099617;ENSG00000157404
PI3K-Akt;ENSG00000099617;ENSG00000105976
PI3K-Akt;ENSG00000099617;ENSG00000064300
PI3K-Akt;ENSG00000099617;ENSG00000198400
PI3K-Akt;ENSG00000099617;ENSG00000148053
PI3K-Akt;ENSG00000099617;ENSG00000134853
PI3K-Akt;ENSG00000099617;ENSG00000113721
PI3K-Akt;ENSG00000099617;ENSG00000120156
PI3K-Akt;ENSG00000143590;ENSG00000182578
PI3K-Akt;ENSG00000143590;ENSG00000146648
PI3K-Akt;ENSG00000143590;ENSG00000142627
PI3K-Akt;ENSG00000143590;ENSG00000141736
PI3K-Akt;ENSG00000143590;ENSG00000065361
PI3K-Akt;ENSG00000143590;ENSG00000178568
PI3K-Akt;ENSG00000143590;ENSG00000077782
PI3K-Akt;ENSG00000143590;ENSG00000068078
PI3K-Akt;ENSG00000143590;ENSG00000066468
PI3K-Akt;ENSG00000143590;ENSG00000160867
PI3K-Akt;ENSG00000143590;ENSG00000102755
PI3K-Akt;ENSG00000143590;ENSG00000122025
PI3K-Akt;ENSG00000143590;ENSG00000037280
PI3K-Akt;ENSG00000143590;ENSG00000140443
PI3K-Akt;ENSG00000143590;ENSG00000171105
PI3K-Akt;ENSG00000143590;ENSG00000128052
PI3K-Akt;ENSG00000143590;ENSG00000157404
PI3K-Akt;ENSG00000143590;ENSG00000105976
PI3K-Akt;ENSG00000143590;ENSG00000064300
PI3K-Akt;ENSG00000143590;ENSG00000198400
PI3K-Akt;ENSG00000143590;ENSG00000148053
PI3K-Akt;ENSG00000143590;ENSG00000134853
PI3K-Akt;ENSG00000143590;ENSG00000113721
PI3K-Akt;ENSG00000143590;ENSG00000120156
PI3K-Akt;ENSG00000243364;ENSG00000182578
PI3K-Akt;ENSG00000243364;ENSG00000146648
PI3K-Akt;ENSG00000243364;ENSG00000142627
PI3K-Akt;ENSG00000243364;ENSG00000141736
PI3K-Akt;ENSG00000243364;ENSG00000065361
PI3K-Akt;ENSG00000243364;ENSG00000178568
PI3K-Akt;ENSG00000243364;ENSG00000077782
PI3K-Akt;ENSG00000243364;ENSG00000068078
PI3K-Akt;ENSG00000243364;ENSG00000066468
PI3K-Akt;ENSG00000243364;ENSG00000160867
PI3K-Akt;ENSG00000243364;ENSG00000102755
PI3K-Akt;ENSG00000243364;ENSG00000122025
PI3K-Akt;ENSG00000243364;ENSG00000037280
PI3K-Akt;ENSG00000243364;ENSG00000140443
PI3K-Akt;ENSG00000243364;ENSG00000171105
PI3K-Akt;ENSG00000243364;ENSG00000128052
PI3K-Akt;ENSG00000243364;ENSG00000157404
PI3K-Akt;ENSG00000243364;ENSG00000105976
PI3K-Akt;ENSG00000243364;ENSG00000064300
PI3K-Akt;ENSG00000243364;ENSG00000198400
PI3K-Akt;ENSG00000243364;ENSG00000148053
PI3K-Akt;ENSG00000243364;ENSG00000134853
PI3K-Akt;ENSG00000243364;ENSG00000113721
PI3K-Akt;ENSG00000243364;ENSG00000120156
PI3K-Akt;ENSG00000184349;ENSG00000182578
PI3K-Akt;ENSG00000184349;ENSG00000146648
PI3K-Akt;ENSG00000184349;ENSG00000142627
PI3K-Akt;ENSG00000184349;ENSG00000141736
PI3K-Akt;ENSG00000184349;ENSG00000065361
PI3K-Akt;ENSG00000184349;ENSG00000178568
PI3K-Akt;ENSG00000184349;ENSG00000077782
PI3K-Akt;ENSG00000184349;ENSG00000068078
PI3K-Akt;ENSG00000184349;ENSG00000066468
PI3K-Akt;ENSG00000184349;ENSG00000160867
PI3K-Akt;ENSG00000184349;ENSG00000102755
PI3K-Akt;ENSG00000184349;ENSG00000122025
PI3K-Akt;ENSG00000184349;ENSG00000037280
PI3K-Akt;ENSG00000184349;ENSG00000140443
PI3K-Akt;ENSG00000184349;ENSG00000171105
PI3K-Akt;ENSG00000184349;ENSG00000128052
PI3K-Akt;ENSG00000184349;ENSG00000157404
PI3K-Akt;ENSG00000184349;ENSG00000105976
PI3K-Akt;ENSG00000184349;ENSG00000064300
PI3K-Akt;ENSG00000184349;ENSG00000198400
PI3K-Akt;ENSG00000184349;ENSG00000148053
PI3K-Akt;ENSG00000184349;ENSG00000134853
PI3K-Akt;ENSG00000184349;ENSG00000113721
PI3K-Akt;ENSG00000184349;ENSG00000120156
PI3K-Akt;ENSG00000138798;ENSG00000182578
PI3K-Akt;ENSG00000138798;ENSG00000146648
PI3K-Akt;ENSG00000138798;ENSG00000142627
PI3K-Akt;ENSG00000138798;ENSG00000141736
PI3K-Akt;ENSG00000138798;ENSG00000065361
PI3K-Akt;ENSG00000138798;ENSG00000178568
PI3K-Akt;ENSG00000138798;ENSG00000077782
PI3K-Akt;ENSG00000138798;ENSG00000068078
PI3K-Akt;ENSG00000138798;ENSG00000066468
PI3K-Akt;ENSG00000138798;ENSG00000160867
PI3K-Akt;ENSG00000138798;ENSG00000102755
PI3K-Akt;ENSG00000138798;ENSG00000122025
PI3K-Akt;ENSG00000138798;ENSG00000037280
PI3K-Akt;ENSG00000138798;ENSG00000140443
PI3K-Akt;ENSG00000138798;ENSG00000171105
PI3K-Akt;ENSG00000138798;ENSG00000128052
PI3K-Akt;ENSG00000138798;ENSG00000157404
PI3K-Akt;ENSG00000138798;ENSG00000105976
PI3K-Akt;ENSG00000138798;ENSG00000064300
PI3K-Akt;ENSG00000138798;ENSG00000198400
PI3K-Akt;ENSG00000138798;ENSG00000148053
PI3K-Akt;ENSG00000138798;ENSG00000134853
PI3K-Akt;ENSG00000138798;ENSG00000113721
PI3K-Akt;ENSG00000138798;ENSG00000120156
PI3K-Akt;ENSG00000124882;ENSG00000182578
PI3K-Akt;ENSG00000124882;ENSG00000146648
PI3K-Akt;ENSG00000124882;ENSG00000142627
PI3K-Akt;ENSG00000124882;ENSG00000141736
PI3K-Akt;ENSG00000124882;ENSG00000065361
PI3K-Akt;ENSG00000124882;ENSG00000178568
PI3K-Akt;ENSG00000124882;ENSG00000077782
PI3K-Akt;ENSG00000124882;ENSG00000068078
PI3K-Akt;ENSG00000124882;ENSG00000066468
PI3K-Akt;ENSG00000124882;ENSG00000160867
PI3K-Akt;ENSG00000124882;ENSG00000102755
PI3K-Akt;ENSG00000124882;ENSG00000122025
PI3K-Akt;ENSG00000124882;ENSG00000037280
PI3K-Akt;ENSG00000124882;ENSG00000140443
PI3K-Akt;ENSG00000124882;ENSG00000171105
PI3K-Akt;ENSG00000124882;ENSG00000128052
PI3K-Akt;ENSG00000124882;ENSG00000157404
PI3K-Akt;ENSG00000124882;ENSG00000105976
PI3K-Akt;ENSG00000124882;ENSG00000064300
PI3K-Akt;ENSG00000124882;ENSG00000198400
PI3K-Akt;ENSG00000124882;ENSG00000148053
PI3K-Akt;ENSG00000124882;ENSG00000134853
PI3K-Akt;ENSG00000124882;ENSG00000113721
PI3K-Akt;ENSG00000124882;ENSG00000120156
PI3K-Akt;ENSG00000113578;ENSG00000182578
PI3K-Akt;ENSG00000113578;ENSG00000146648
PI3K-Akt;ENSG00000113578;ENSG00000142627
PI3K-Akt;ENSG00000113578;ENSG00000141736
PI3K-Akt;ENSG00000113578;ENSG00000065361
PI3K-Akt;ENSG00000113578;ENSG00000178568
PI3K-Akt;ENSG00000113578;ENSG00000077782
PI3K-Akt;ENSG00000113578;ENSG00000068078
PI3K-Akt;ENSG00000113578;ENSG00000066468
PI3K-Akt;ENSG00000113578;ENSG00000160867
PI3K-Akt;ENSG00000113578;ENSG00000102755
PI3K-Akt;ENSG00000113578;ENSG00000122025
PI3K-Akt;ENSG00000113578;ENSG00000037280
PI3K-Akt;ENSG00000113578;ENSG00000140443
PI3K-Akt;ENSG00000113578;ENSG00000171105
PI3K-Akt;ENSG00000113578;ENSG00000128052
PI3K-Akt;ENSG00000113578;ENSG00000157404
PI3K-Akt;ENSG00000113578;ENSG00000105976
PI3K-Akt;ENSG00000113578;ENSG00000064300
PI3K-Akt;ENSG00000113578;ENSG00000198400
PI3K-Akt;ENSG00000113578;ENSG00000148053
PI3K-Akt;ENSG00000113578;ENSG00000134853
PI3K-Akt;ENSG00000113578;ENSG00000113721
PI3K-Akt;ENSG00000113578;ENSG00000120156
PI3K-Akt;ENSG00000138685;ENSG00000182578
PI3K-Akt;ENSG00000138685;ENSG00000146648
PI3K-Akt;ENSG00000138685;ENSG00000142627
PI3K-Akt;ENSG00000138685;ENSG00000141736
PI3K-Akt;ENSG00000138685;ENSG00000065361
PI3K-Akt;ENSG00000138685;ENSG00000178568
PI3K-Akt;ENSG00000138685;ENSG00000077782
PI3K-Akt;ENSG00000138685;ENSG00000068078
PI3K-Akt;ENSG00000138685;ENSG00000066468
PI3K-Akt;ENSG00000138685;ENSG00000160867
PI3K-Akt;ENSG00000138685;ENSG00000102755
PI3K-Akt;ENSG00000138685;ENSG00000122025
PI3K-Akt;ENSG00000138685;ENSG00000037280
PI3K-Akt;ENSG00000138685;ENSG00000140443
PI3K-Akt;ENSG00000138685;ENSG00000171105
PI3K-Akt;ENSG00000138685;ENSG00000128052
PI3K-Akt;ENSG00000138685;ENSG00000157404
PI3K-Akt;ENSG00000138685;ENSG00000105976
PI3K-Akt;ENSG00000138685;ENSG00000064300
PI3K-Akt;ENSG00000138685;ENSG00000198400
PI3K-Akt;ENSG00000138685;ENSG00000148053
PI3K-Akt;ENSG00000138685;ENSG00000134853
PI3K-Akt;ENSG00000138685;ENSG00000113721
PI3K-Akt;ENSG00000138685;ENSG00000120156
PI3K-Akt;ENSG00000186895;ENSG00000182578
PI3K-Akt;ENSG00000186895;ENSG00000146648
PI3K-Akt;ENSG00000186895;ENSG00000142627
PI3K-Akt;ENSG00000186895;ENSG00000141736
PI3K-Akt;ENSG00000186895;ENSG00000065361
PI3K-Akt;ENSG00000186895;ENSG00000178568
PI3K-Akt;ENSG00000186895;ENSG00000077782
PI3K-Akt;ENSG00000186895;ENSG00000068078
PI3K-Akt;ENSG00000186895;ENSG00000066468
PI3K-Akt;ENSG00000186895;ENSG00000160867
PI3K-Akt;ENSG00000186895;ENSG00000102755
PI3K-Akt;ENSG00000186895;ENSG00000122025
PI3K-Akt;ENSG00000186895;ENSG00000037280
PI3K-Akt;ENSG00000186895;ENSG00000140443
PI3K-Akt;ENSG00000186895;ENSG00000171105
PI3K-Akt;ENSG00000186895;ENSG00000128052
PI3K-Akt;ENSG00000186895;ENSG00000157404
PI3K-Akt;ENSG00000186895;ENSG00000105976
PI3K-Akt;ENSG00000186895;ENSG00000064300
PI3K-Akt;ENSG00000186895;ENSG00000198400
PI3K-Akt;ENSG00000186895;ENSG00000148053
PI3K-Akt;ENSG00000186895;ENSG00000134853
PI3K-Akt;ENSG00000186895;ENSG00000113721
PI3K-Akt;ENSG00000186895;ENSG00000120156
PI3K-Akt;ENSG00000075388;ENSG00000182578
PI3K-Akt;ENSG00000075388;ENSG00000146648
PI3K-Akt;ENSG00000075388;ENSG00000142627
PI3K-Akt;ENSG00000075388;ENSG00000141736
PI3K-Akt;ENSG00000075388;ENSG00000065361
PI3K-Akt;ENSG00000075388;ENSG00000178568
PI3K-Akt;ENSG00000075388;ENSG00000077782
PI3K-Akt;ENSG00000075388;ENSG00000068078
PI3K-Akt;ENSG00000075388;ENSG00000066468
PI3K-Akt;ENSG00000075388;ENSG00000160867
PI3K-Akt;ENSG00000075388;ENSG00000102755
PI3K-Akt;ENSG00000075388;ENSG00000122025
PI3K-Akt;ENSG00000075388;ENSG00000037280
PI3K-Akt;ENSG00000075388;ENSG00000140443
PI3K-Akt;ENSG00000075388;ENSG00000171105
PI3K-Akt;ENSG00000075388;ENSG00000128052
PI3K-Akt;ENSG00000075388;ENSG00000157404
PI3K-Akt;ENSG00000075388;ENSG00000105976
PI3K-Akt;ENSG00000075388;ENSG00000064300
PI3K-Akt;ENSG00000075388;ENSG00000198400
PI3K-Akt;ENSG00000075388;ENSG00000148053
PI3K-Akt;ENSG00000075388;ENSG00000134853
PI3K-Akt;ENSG00000075388;ENSG00000113721
PI3K-Akt;ENSG00000075388;ENSG00000120156
PI3K-Akt;ENSG00000138675;ENSG00000182578
PI3K-Akt;ENSG00000138675;ENSG00000146648
PI3K-Akt;ENSG00000138675;ENSG00000142627
PI3K-Akt;ENSG00000138675;ENSG00000141736
PI3K-Akt;ENSG00000138675;ENSG00000065361
PI3K-Akt;ENSG00000138675;ENSG00000178568
PI3K-Akt;ENSG00000138675;ENSG00000077782
PI3K-Akt;ENSG00000138675;ENSG00000068078
PI3K-Akt;ENSG00000138675;ENSG00000066468
PI3K-Akt;ENSG00000138675;ENSG00000160867
PI3K-Akt;ENSG00000138675;ENSG00000102755
PI3K-Akt;ENSG00000138675;ENSG00000122025
PI3K-Akt;ENSG00000138675;ENSG00000037280
PI3K-Akt;ENSG00000138675;ENSG00000140443
PI3K-Akt;ENSG00000138675;ENSG00000171105
PI3K-Akt;ENSG00000138675;ENSG00000128052
PI3K-Akt;ENSG00000138675;ENSG00000157404
PI3K-Akt;ENSG00000138675;ENSG00000105976
PI3K-Akt;ENSG00000138675;ENSG00000064300
PI3K-Akt;ENSG00000138675;ENSG00000198400
PI3K-Akt;ENSG00000138675;ENSG00000148053
PI3K-Akt;ENSG00000138675;ENSG00000134853
PI3K-Akt;ENSG00000138675;ENSG00000113721
PI3K-Akt;ENSG00000138675;ENSG00000120156
PI3K-Akt;ENSG00000111241;ENSG00000182578
PI3K-Akt;ENSG00000111241;ENSG00000146648
PI3K-Akt;ENSG00000111241;ENSG00000142627
PI3K-Akt;ENSG00000111241;ENSG00000141736
PI3K-Akt;ENSG00000111241;ENSG00000065361
PI3K-Akt;ENSG00000111241;ENSG00000178568
PI3K-Akt;ENSG00000111241;ENSG00000077782
PI3K-Akt;ENSG00000111241;ENSG00000068078
PI3K-Akt;ENSG00000111241;ENSG00000066468
PI3K-Akt;ENSG00000111241;ENSG00000160867
PI3K-Akt;ENSG00000111241;ENSG00000102755
PI3K-Akt;ENSG00000111241;ENSG00000122025
PI3K-Akt;ENSG00000111241;ENSG00000037280
PI3K-Akt;ENSG00000111241;ENSG00000140443
PI3K-Akt;ENSG00000111241;ENSG00000171105
PI3K-Akt;ENSG00000111241;ENSG00000128052
PI3K-Akt;ENSG00000111241;ENSG00000157404
PI3K-Akt;ENSG00000111241;ENSG00000105976
PI3K-Akt;ENSG00000111241;ENSG00000064300
PI3K-Akt;ENSG00000111241;ENSG00000198400
PI3K-Akt;ENSG00000111241;ENSG00000148053
PI3K-Akt;ENSG00000111241;ENSG00000134853
PI3K-Akt;ENSG00000111241;ENSG00000113721
PI3K-Akt;ENSG00000111241;ENSG00000120156
PI3K-Akt;ENSG00000140285;ENSG00000182578
PI3K-Akt;ENSG00000140285;ENSG00000146648
PI3K-Akt;ENSG00000140285;ENSG00000142627
PI3K-Akt;ENSG00000140285;ENSG00000141736
PI3K-Akt;ENSG00000140285;ENSG00000065361
PI3K-Akt;ENSG00000140285;ENSG00000178568
PI3K-Akt;ENSG00000140285;ENSG00000077782
PI3K-Akt;ENSG00000140285;ENSG00000068078
PI3K-Akt;ENSG00000140285;ENSG00000066468
PI3K-Akt;ENSG00000140285;ENSG00000160867
PI3K-Akt;ENSG00000140285;ENSG00000102755
PI3K-Akt;ENSG00000140285;ENSG00000122025
PI3K-Akt;ENSG00000140285;ENSG00000037280
PI3K-Akt;ENSG00000140285;ENSG00000140443
PI3K-Akt;ENSG00000140285;ENSG00000171105
PI3K-Akt;ENSG00000140285;ENSG00000128052
PI3K-Akt;ENSG00000140285;ENSG00000157404
PI3K-Akt;ENSG00000140285;ENSG00000105976
PI3K-Akt;ENSG00000140285;ENSG00000064300
PI3K-Akt;ENSG00000140285;ENSG00000198400
PI3K-Akt;ENSG00000140285;ENSG00000148053
PI3K-Akt;ENSG00000140285;ENSG00000134853
PI3K-Akt;ENSG00000140285;ENSG00000113721
PI3K-Akt;ENSG00000140285;ENSG00000120156
PI3K-Akt;ENSG00000107831;ENSG00000182578
PI3K-Akt;ENSG00000107831;ENSG00000146648
PI3K-Akt;ENSG00000107831;ENSG00000142627
PI3K-Akt;ENSG00000107831;ENSG00000141736
PI3K-Akt;ENSG00000107831;ENSG00000065361
PI3K-Akt;ENSG00000107831;ENSG00000178568
PI3K-Akt;ENSG00000107831;ENSG00000077782
PI3K-Akt;ENSG00000107831;ENSG00000068078
PI3K-Akt;ENSG00000107831;ENSG00000066468
PI3K-Akt;ENSG00000107831;ENSG00000160867
PI3K-Akt;ENSG00000107831;ENSG00000102755
PI3K-Akt;ENSG00000107831;ENSG00000122025
PI3K-Akt;ENSG00000107831;ENSG00000037280
PI3K-Akt;ENSG00000107831;ENSG00000140443
PI3K-Akt;ENSG00000107831;ENSG00000171105
PI3K-Akt;ENSG00000107831;ENSG00000128052
PI3K-Akt;ENSG00000107831;ENSG00000157404
PI3K-Akt;ENSG00000107831;ENSG00000105976
PI3K-Akt;ENSG00000107831;ENSG00000064300
PI3K-Akt;ENSG00000107831;ENSG00000198400
PI3K-Akt;ENSG00000107831;ENSG00000148053
PI3K-Akt;ENSG00000107831;ENSG00000134853
PI3K-Akt;ENSG00000107831;ENSG00000113721
PI3K-Akt;ENSG00000107831;ENSG00000120156
PI3K-Akt;ENSG00000102678;ENSG00000182578
PI3K-Akt;ENSG00000102678;ENSG00000146648
PI3K-Akt;ENSG00000102678;ENSG00000142627
PI3K-Akt;ENSG00000102678;ENSG00000141736
PI3K-Akt;ENSG00000102678;ENSG00000065361
PI3K-Akt;ENSG00000102678;ENSG00000178568
PI3K-Akt;ENSG00000102678;ENSG00000077782
PI3K-Akt;ENSG00000102678;ENSG00000068078
PI3K-Akt;ENSG00000102678;ENSG00000066468
PI3K-Akt;ENSG00000102678;ENSG00000160867
PI3K-Akt;ENSG00000102678;ENSG00000102755
PI3K-Akt;ENSG00000102678;ENSG00000122025
PI3K-Akt;ENSG00000102678;ENSG00000037280
PI3K-Akt;ENSG00000102678;ENSG00000140443
PI3K-Akt;ENSG00000102678;ENSG00000171105
PI3K-Akt;ENSG00000102678;ENSG00000128052
PI3K-Akt;ENSG00000102678;ENSG00000157404
PI3K-Akt;ENSG00000102678;ENSG00000105976
PI3K-Akt;ENSG00000102678;ENSG00000064300
PI3K-Akt;ENSG00000102678;ENSG00000198400
PI3K-Akt;ENSG00000102678;ENSG00000148053
PI3K-Akt;ENSG00000102678;ENSG00000134853
PI3K-Akt;ENSG00000102678;ENSG00000113721
PI3K-Akt;ENSG00000102678;ENSG00000120156
PI3K-Akt;ENSG00000070193;ENSG00000182578
PI3K-Akt;ENSG00000070193;ENSG00000146648
